,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
46580,46580,Indian Institute of Technology Bombay,civil engineering,AI,GEN,Female-only,5341,7597,6,4, bachelor of technology,1,Maharashtra
46581,46581,Indian Institute of Technology Bombay,civil engineering,AI,OPEN-PwD,Gender-Neutral,99,54,6,4, bachelor of technology,1,Maharashtra
46582,46582,Indian Institute of Technology Bombay,civil engineering,AI,EWS,Gender-Neutral,359,652,6,4, bachelor of technology,1,Maharashtra
46583,46583,Indian Institute of Technology Bombay,civil engineering,AI,EWS,Female-only,1451,1775,6,4, bachelor of technology,1,Maharashtra
46584,46584,Indian Institute of Technology Bombay,civil engineering,AI,OBC-NCL,Gender-Neutral,759,1631,6,4, bachelor of technology,1,Maharashtra
46585,46585,Indian Institute of Technology Bombay,civil engineering,AI,OBC-NCL,Female-only,2814,3910,6,4, bachelor of technology,1,Maharashtra
46586,46586,Indian Institute of Technology Bombay,civil engineering,AI,SC,Gender-Neutral,272,880,6,4, bachelor of technology,1,Maharashtra
46587,46587,Indian Institute of Technology Bombay,civil engineering,AI,SC,Female-only,975,1557,6,4, bachelor of technology,1,Maharashtra
46588,46588,Indian Institute of Technology Bombay,civil engineering,AI,SC-PwD,Gender-Neutral,5,5,6,4, bachelor of technology,1,Maharashtra
46589,46589,Indian Institute of Technology Bombay,civil engineering,AI,ST,Gender-Neutral,40,149,6,4, bachelor of technology,1,Maharashtra
46590,46590,Indian Institute of Technology Bombay,civil engineering,AI,ST,Female-only,142,617,6,4, bachelor of technology,1,Maharashtra
46591,46591,Indian Institute of Technology Bombay,computer science and engineering,AI,GEN,Gender-Neutral,1,67,6,4, bachelor of technology,1,Maharashtra
46592,46592,Indian Institute of Technology Bombay,computer science and engineering,AI,GEN,Female-only,107,361,6,4, bachelor of technology,1,Maharashtra
46593,46593,Indian Institute of Technology Bombay,computer science and engineering,AI,OPEN-PwD,Gender-Neutral,4,8,6,4, bachelor of technology,1,Maharashtra
46594,46594,Indian Institute of Technology Bombay,computer science and engineering,AI,EWS,Gender-Neutral,4,19,6,4, bachelor of technology,1,Maharashtra
46595,46595,Indian Institute of Technology Bombay,computer science and engineering,AI,EWS,Female-only,52,62,6,4, bachelor of technology,1,Maharashtra
46596,46596,Indian Institute of Technology Bombay,computer science and engineering,AI,EWS-PwD,Gender-Neutral,4,4,6,4, bachelor of technology,1,Maharashtra
46597,46597,Indian Institute of Technology Bombay,computer science and engineering,AI,OBC-NCL,Gender-Neutral,5,50,6,4, bachelor of technology,1,Maharashtra
46598,46598,Indian Institute of Technology Bombay,computer science and engineering,AI,OBC-NCL,Female-only,56,166,6,4, bachelor of technology,1,Maharashtra
46599,46599,Indian Institute of Technology Bombay,computer science and engineering,AI,OBC-NCL-PwD,Gender-Neutral,1,2,6,4, bachelor of technology,1,Maharashtra
46600,46600,Indian Institute of Technology Bombay,computer science and engineering,AI,OBC-NCL-PwD,Female-only,48,48,6,4, bachelor of technology,1,Maharashtra
46601,46601,Indian Institute of Technology Bombay,computer science and engineering,AI,SC,Gender-Neutral,1,28,6,4, bachelor of technology,1,Maharashtra
46602,46602,Indian Institute of Technology Bombay,computer science and engineering,AI,SC,Female-only,27,107,6,4, bachelor of technology,1,Maharashtra
46603,46603,Indian Institute of Technology Bombay,computer science and engineering,AI,SC-PwD,Gender-Neutral,1,1,6,4, bachelor of technology,1,Maharashtra
46604,46604,Indian Institute of Technology Bombay,computer science and engineering,AI,ST,Gender-Neutral,1,11,6,4, bachelor of technology,1,Maharashtra
46605,46605,Indian Institute of Technology Bombay,computer science and engineering,AI,ST,Female-only,27,198,6,4, bachelor of technology,1,Maharashtra
46606,46606,Indian Institute of Technology Bombay,computer science and engineering,AI,ST-PwD,Gender-Neutral,1,1,6,4, bachelor of technology,1,Maharashtra
46607,46607,Indian Institute of Technology Bombay,economics,AI,GEN,Gender-Neutral,749,2032,6,4, bachelor of science,1,Maharashtra
46608,46608,Indian Institute of Technology Bombay,economics,AI,GEN,Female-only,3093,4431,6,4, bachelor of science,1,Maharashtra
46609,46609,Indian Institute of Technology Bombay,economics,AI,OPEN-PwD,Gender-Neutral,13,13,6,4, bachelor of science,1,Maharashtra
46610,46610,Indian Institute of Technology Bombay,economics,AI,EWS,Gender-Neutral,271,429,6,4, bachelor of science,1,Maharashtra
46611,46611,Indian Institute of Technology Bombay,economics,AI,EWS,Female-only,868,868,6,4, bachelor of science,1,Maharashtra
46612,46612,Indian Institute of Technology Bombay,economics,AI,OBC-NCL,Gender-Neutral,610,1189,6,4, bachelor of science,1,Maharashtra
46613,46613,Indian Institute of Technology Bombay,economics,AI,OBC-NCL,Female-only,2832,2832,6,4, bachelor of science,1,Maharashtra
46614,46614,Indian Institute of Technology Bombay,economics,AI,OBC-NCL-PwD,Gender-Neutral,36,36,6,4, bachelor of science,1,Maharashtra
46615,46615,Indian Institute of Technology Bombay,economics,AI,SC,Gender-Neutral,472,894,6,4, bachelor of science,1,Maharashtra
46616,46616,Indian Institute of Technology Bombay,economics,AI,SC,Female-only,1182,1182,6,4, bachelor of science,1,Maharashtra
46617,46617,Indian Institute of Technology Bombay,economics,AI,ST,Gender-Neutral,404,493,6,4, bachelor of science,1,Maharashtra
46618,46618,Indian Institute of Technology Bombay,economics,AI,ST,Female-only,277,277,6,4, bachelor of science,1,Maharashtra
46619,46619,Indian Institute of Technology Bombay,electrical engineering,AI,GEN,Gender-Neutral,95,434,6,4, bachelor of technology,1,Maharashtra
46620,46620,Indian Institute of Technology Bombay,electrical engineering,AI,GEN,Female-only,454,916,6,4, bachelor of technology,1,Maharashtra
46621,46621,Indian Institute of Technology Bombay,electrical engineering,AI,OPEN-PwD,Gender-Neutral,52,52,6,4, bachelor of technology,1,Maharashtra
46622,46622,Indian Institute of Technology Bombay,electrical engineering,AI,OPEN-PwD,Female-only,34,34,6,4, bachelor of technology,1,Maharashtra
46623,46623,Indian Institute of Technology Bombay,electrical engineering,AI,EWS,Gender-Neutral,39,117,6,4, bachelor of technology,1,Maharashtra
46624,46624,Indian Institute of Technology Bombay,electrical engineering,AI,EWS,Female-only,208,217,6,4, bachelor of technology,1,Maharashtra
46625,46625,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL,Gender-Neutral,105,274,6,4, bachelor of technology,1,Maharashtra
46626,46626,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL,Female-only,368,706,6,4, bachelor of technology,1,Maharashtra
46627,46627,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL-PwD,Gender-Neutral,33,33,6,4, bachelor of technology,1,Maharashtra
46628,46628,Indian Institute of Technology Bombay,electrical engineering,AI,SC,Gender-Neutral,51,128,6,4, bachelor of technology,1,Maharashtra
46629,46629,Indian Institute of Technology Bombay,electrical engineering,AI,SC,Female-only,332,642,6,4, bachelor of technology,1,Maharashtra
46630,46630,Indian Institute of Technology Bombay,electrical engineering,AI,SC-PwD,Gender-Neutral,3,3,6,4, bachelor of technology,1,Maharashtra
46631,46631,Indian Institute of Technology Bombay,electrical engineering,AI,ST,Gender-Neutral,23,80,6,4, bachelor of technology,1,Maharashtra
46632,46632,Indian Institute of Technology Bombay,electrical engineering,AI,ST,Female-only,21,21,6,4, bachelor of technology,1,Maharashtra
46633,46633,Indian Institute of Technology Bombay,electrical engineering,AI,GEN,Gender-Neutral,495,795,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46634,46634,Indian Institute of Technology Bombay,electrical engineering,AI,GEN,Female-only,1319,2686,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46635,46635,Indian Institute of Technology Bombay,electrical engineering,AI,OPEN-PwD,Gender-Neutral,59,59,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46636,46636,Indian Institute of Technology Bombay,electrical engineering,AI,EWS,Gender-Neutral,157,190,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46637,46637,Indian Institute of Technology Bombay,electrical engineering,AI,EWS,Female-only,481,599,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46638,46638,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL,Gender-Neutral,290,532,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46639,46639,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL,Female-only,1304,1481,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46640,46640,Indian Institute of Technology Bombay,electrical engineering,AI,OBC-NCL-PwD,Gender-Neutral,55,55,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46641,46641,Indian Institute of Technology Bombay,electrical engineering,AI,SC,Gender-Neutral,176,275,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46642,46642,Indian Institute of Technology Bombay,electrical engineering,AI,SC,Female-only,659,841,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46643,46643,Indian Institute of Technology Bombay,electrical engineering,AI,ST,Gender-Neutral,124,191,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46644,46644,Indian Institute of Technology Bombay,electrical engineering,AI,ST,Female-only,215,215,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46645,46645,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,GEN,Gender-Neutral,1592,2787,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46646,46646,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,GEN,Female-only,5505,5838,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46647,46647,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,EWS,Gender-Neutral,542,731,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46648,46648,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,EWS,Female-only,2255,2255,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46649,46649,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,OBC-NCL,Gender-Neutral,1378,2115,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46650,46650,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,OBC-NCL,Female-only,5160,6518,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46651,46651,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,SC,Gender-Neutral,956,1288,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46652,46652,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,SC,Female-only,2200,2200,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46653,46653,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,ST,Gender-Neutral,664,985,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46654,46654,Indian Institute of Technology Bombay,energy engineering with m.tech. in energy systems engineering,AI,ST,Female-only,640,640,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46655,46655,Indian Institute of Technology Bombay,engineering physics,AI,GEN,Gender-Neutral,320,1324,6,4, bachelor of technology,1,Maharashtra
46656,46656,Indian Institute of Technology Bombay,engineering physics,AI,GEN,Female-only,809,2553,6,4, bachelor of technology,1,Maharashtra
46657,46657,Indian Institute of Technology Bombay,engineering physics,AI,OPEN-PwD,Gender-Neutral,128,128,6,4, bachelor of technology,1,Maharashtra
46658,46658,Indian Institute of Technology Bombay,engineering physics,AI,EWS,Gender-Neutral,480,564,6,4, bachelor of technology,1,Maharashtra
46659,46659,Indian Institute of Technology Bombay,engineering physics,AI,EWS,Female-only,1930,1930,6,4, bachelor of technology,1,Maharashtra
46660,46660,Indian Institute of Technology Bombay,engineering physics,AI,OBC-NCL,Gender-Neutral,407,1690,6,4, bachelor of technology,1,Maharashtra
46661,46661,Indian Institute of Technology Bombay,engineering physics,AI,OBC-NCL,Female-only,1570,3658,6,4, bachelor of technology,1,Maharashtra
46662,46662,Indian Institute of Technology Bombay,engineering physics,AI,SC,Gender-Neutral,293,935,6,4, bachelor of technology,1,Maharashtra
46663,46663,Indian Institute of Technology Bombay,engineering physics,AI,SC,Female-only,1383,1766,6,4, bachelor of technology,1,Maharashtra
46664,46664,Indian Institute of Technology Bombay,engineering physics,AI,ST,Gender-Neutral,572,725,6,4, bachelor of technology,1,Maharashtra
46665,46665,Indian Institute of Technology Bombay,engineering physics,AI,ST,Female-only,825,825,6,4, bachelor of technology,1,Maharashtra
46666,46666,Indian Institute of Technology Bombay,environmental science and engineering,AI,GEN,Gender-Neutral,3490,4859,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46667,46667,Indian Institute of Technology Bombay,environmental science and engineering,AI,GEN,Female-only,8690,11108,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46668,46668,Indian Institute of Technology Bombay,environmental science and engineering,AI,EWS,Gender-Neutral,949,1072,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46669,46669,Indian Institute of Technology Bombay,environmental science and engineering,AI,EWS,Female-only,2714,2714,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46670,46670,Indian Institute of Technology Bombay,environmental science and engineering,AI,OBC-NCL,Gender-Neutral,2137,3171,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46671,46671,Indian Institute of Technology Bombay,environmental science and engineering,AI,OBC-NCL,Female-only,6598,6852,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46672,46672,Indian Institute of Technology Bombay,environmental science and engineering,AI,SC,Gender-Neutral,1414,1832,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46673,46673,Indian Institute of Technology Bombay,environmental science and engineering,AI,SC,Female-only,2397,2397,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46674,46674,Indian Institute of Technology Bombay,environmental science and engineering,AI,ST,Gender-Neutral,114,305,6,5, bachelor and master of technology (dual degree),1,Maharashtra
46675,46675,Indian Institute of Technology Bombay,environmental science and engineering,AI,ST,Female-only,417,417,6,5, bachelor and master of technology (dual degree),1,Maharashtra
